LOCATION_ID,NAME,NAME_CODE,LOCATIONTYPE_ID,SOURCE_LOCATIONTYPE_NAME
15476,HARRISONVILLE,,1006,CITY
15477,HUNNEWELL,,1006,CITY
15478,MONROE CITY,,1006,CITY
15479,HOLSTEIN,,1006,CITY
15480,HOLT,,1006,CITY
15481,HOUSTONIA,,1006,CITY
15482,HOPKINS,,1006,CITY
15483,HARDIN,,1006,CITY
15484,HURLEY,,1006,CITY
15485,HERMANN,,1006,CITY
15486,HERMITAGE,,1006,CITY
15487,HORNERSVILLE,,1006,CITY
15488,LAKE OZARK,,1006,CITY
15489,HOUSTON,,1006,CITY
15490,MOUNTAIN GROVE,,1006,CITY
15491,HATTON,,1006,CITY
15492,HARTVILLE,,1006,CITY
15493,HUME,,1006,CITY
15494,WELDON SPRINGS,,1006,CITY
15495,HARVESTER,,1006,CITY
15496,HAWK POINT,,1006,CITY
15497,HUZZAH,,1006,CITY
15498,IBERIA,,1006,CITY
15499,IMPERIAL,,1006,CITY
15500,IONIA,,1006,CITY
15501,IRONDALE,,1006,CITY
15502,JANE,,1006,CITY
15503,PINEVILLE,,1006,CITY
15504,JACKSON,,1006,CITY
15505,JACKSONVILLE,,1006,CITY
15506,JAMESPORT,,1006,CITY
15507,JAMESON,,1006,CITY
15508,JAMESTOWN,,1006,CITY
15509,JONESBURG,,1006,CITY
15510,JENKINS,,1006,CITY
15511,JOPLIN,,1006,CITY
15512,JERICO SPRINGS,,1006,CITY
15513,JASPER,,1006,CITY
15514,KIDDER,,1006,CITY
15515,KING CITY,,1006,CITY
15516,KINGSTON,,1006,CITY
15517,KINGSVILLE,,1006,CITY
15518,KIMBERLING CITY,,1006,CITY
15519,KNOXVILLE,,1006,CITY
15520,KEARNEY,,1006,CITY
15521,NASHUA,,1006,CITY
15522,RAYTOWN,,1006,CITY
15523,BELTON,,1006,CITY
15524,LEE'S  SUMMIT,,1006,CITY
15525,MARYLAND HEIGHTS,,1006,CITY
15526,KOSHKONONG,,1006,CITY
15527,LAMAR,,1006,CITY
15528,LAMONTE,,1006,CITY
15529,SEDALIA,,1006,CITY
15530,LAREDO,,1006,CITY
15531,LABELLE,,1006,CITY
15532,LA BELLE,,1006,CITY
15533,LEBANON,,1006,CITY
15534,LIBERAL,,1006,CITY
15535,LACLEDE,,1006,CITY
15536,LUCERNE,,1006,CITY
15537,LOCK SPRINGS,,1006,CITY
15538,LOCKWOOD,,1006,CITY
15539,LADDONIA,,1006,CITY
15540,LUDLOW,,1006,CITY
15541,LEADWOOD,,1006,CITY
15542,LEASBURG,,1006,CITY
15543,LEETON,,1006,CITY
15544,LA GRANGE,,1006,CITY
15545,LAKE LOTAWANA,,1006,CITY
15546,LILBOURN,,1006,CITY
15547,LEMONS,,1006,CITY
15548,LINCOLN,,1006,CITY
15549,LANCASTER,,1006,CITY
15550,LANAGAN,,1006,CITY
15551,LONEJACK,,1006,CITY
15552,LINNEUS,,1006,CITY
15553,LOUISIANA,,1006,CITY
15554,LOUISBURG,,1006,CITY
15555,LESTERVILLE,,1006,CITY
15556,LATHAM,,1006,CITY
15557,LATHROP,,1006,CITY
15558,LURAY,,1006,CITY
15559,LOWRY CITY,,1006,CITY
15560,LAWSON,,1006,CITY
15561,LEWISTOWN,,1006,CITY
15562,LEXINGTON,,1006,CITY
15563,MANO,,1006,CITY
15564,STANTON,,1006,CITY
15565,MACKS CREEK,,1006,CITY
15566,MOUND CITY,,1006,CITY
15567,MEDFORD,,1006,CITY
15568,MINDENMINES,,1006,CITY
15569,MIDDLETOWN,,1006,CITY
15570,MEADVILLE,,1006,CITY
15571,META,,1006,CITY
15572,METZ,,1006,CITY
15573,MEXICO,,1006,CITY
15574,MIAMI,,1006,CITY
15575,MILAN,,1006,CITY
15576,MILO,,1006,CITY
15577,MALTA BEND,,1006,CITY
15578,MALDEN,,1006,CITY
15579,MILLER,,1006,CITY
15580,MEMPHIS,,1006,CITY
15581,MENDON,,1006,CITY
15582,MANSFIELD,,1006,CITY
15583,MONTICELLO,,1006,CITY
15584,MONTAUK,,1006,CITY
15585,MONETT,,1006,CITY
15586,MOKANE,,1006,CITY
15587,MARTINSBURG,,1006,CITY
15588,MARCELINE,,1006,CITY
15589,MERCER,,1006,CITY
15590,MARBLE HILL,,1006,CITY
15591,MOREHOUSE,,1006,CITY
15592,MARSHALL JUNCTION,,1006,CITY
15593,MARIONVILLE,,1006,CITY
15594,MORRISON,,1006,CITY
15913,BELLEVILLE,,1006,CITY
15914,BOLIVAR,,1006,CITY
15915,BLOOMINGBURG,,1006,CITY
15916,BLUE MOUNTAIN LAKE,,1006,CITY
13728,BRIGHAM CITY,,1006,CITY
13729,BOULDER,,1006,CITY
13730,BLUFF,,1006,CITY
13731,BLANDING,,1006,CITY
13732,BRIANHEAD,,1006,CITY
13733,BOUNTIFUL,,1006,CITY
13734,BRYCE CANYON,,1006,CITY
13735,BEAR RIVER CITY,,1006,CITY
13736,TREMONTON,,1006,CITY
13737,BERYL,,1006,CITY
13738,BLACKTAIL RIDGE,,1006,CITY
13739,CANNONVILLE,,1006,CITY
13740,ORDERVILLE,,1006,CITY
13741,WENDOVER,,1006,CITY
13742,ST GEORGE,,1006,CITY
13743,CHRISTMAS MEADOWS,,1006,CITY
13744,MOUNTAIN VIEW,,1006,CITY
13745,CAINVILLE,,1006,CITY
13746,TICABOO,,1006,CITY
13747,CLEARFIELD,,1006,CITY
13748,COALVILLE,,1006,CITY
13749,KAMAS,,1006,CITY
13750,CORRINNE,,1006,CITY
13751,CORINNE,,1006,CITY
13752,CIRCLEVILLE,,1006,CITY
13753,CASTLE DALE,,1006,CITY
13754,COTTONWOOD,,1006,CITY
13755,DUCK CREEK,,1006,CITY
13756,DUCHESNE,,1006,CITY
13757,DELTA,,1006,CITY
13758,DUGWAY,,1006,CITY
13759,DANGLING ROPE,,1006,CITY
13760,DRAPER,,1006,CITY
13761,DUTCH JOHN,,1006,CITY
13762,EAST CARBON CITY,,1006,CITY
13763,PRICE,,1006,CITY
13764,ENTERPRISE,,1006,CITY
13765,EPHRAIM,,1006,CITY
13766,MANTI,,1006,CITY
13767,ESCALANTE,,1006,CITY
13768,EUREKA,,1006,CITY
13769,FIELDING,,1006,CITY
13770,FILLMORE,,1006,CITY
13771,FOUNTAIN GREEN,,1006,CITY
13772,FAIRVIEW,,1006,CITY
13773,FRUITLAND,,1006,CITY
13774,FARMINGTON,,1006,CITY
13775,KAYSVILLE,,1006,CITY
13776,GREENDALE,,1006,CITY
13777,GUNNISON,,1006,CITY
13778,GROUSE CREEK,,1006,CITY
13779,GARDEN CITY,,1006,CITY
13780,GARRISON,,1006,CITY
13781,GOSHEN,,1006,CITY
13782,GRANTSVILLE,,1006,CITY
13783,TOOELE,,1006,CITY
13784,HATCH,,1006,CITY
13785,HEBER CITY,,1006,CITY
13786,HALCHITA,,1006,CITY
13787,HOLDEN,,1006,CITY
13788,HELPER,,1006,CITY
13789,HUNTSVILLE,,1006,CITY
13790,HANKSVILLE,,1006,CITY
13791,HURRICANE,,1006,CITY
13792,HYRUM,,1006,CITY
13793,IBAPAH,,1006,CITY
13794,KANAB,,1006,CITY
13795,KANOSH,,1006,CITY
13796,KOOSHAREM,,1006,CITY
13797,LAPOINT,,1006,CITY
13798,LA SAL,,1006,CITY
13799,MONTICELLO,,1006,CITY
13800,LEEDS,,1006,CITY
13801,LEHI,,1006,CITY
13802,LAKE POWELL,,1006,CITY
13803,LOA,,1006,CITY
13804,LYNNDYL,,1006,CITY
13805,LAYTON,,1006,CITY
13806,MAGNA,,1006,CITY
13807,MANILA,,1006,CITY
13808,MIDVALE,,1006,CITY
13809,MEADOW,,1006,CITY
13810,MILFORD,,1006,CITY
13811,MONTEZUMA CREEK,,1006,CITY
13812,MT. PLEASANT,,1006,CITY
13813,MOUNT PLEASANT,,1006,CITY
13814,MINERSVILLE,,1006,CITY
13815,MONUMENT VALLEY,,1006,CITY
13816,MOAB,,1006,CITY
13817,MONROE,,1006,CITY
13818,RICHFIELD,,1006,CITY
13819,MORONI,,1006,CITY
13820,MORGAN,,1006,CITY
13821,MURRAY,,1006,CITY
13822,MARYSVALE,,1006,CITY
13823,MOUNTAIN GREEN,,1006,CITY
13824,MEXICAN HAT,,1006,CITY
13825,NEOLA,,1006,CITY
13826,NORTH SALT LAKE,,1006,CITY
13827,OAK CITY,,1006,CITY
13828,PARK VALLEY,,1006,CITY
13829,PARK CITY,,1006,CITY
13830,PORTAGE,,1006,CITY
13831,PARTOUN,,1006,CITY
13832,PAROWAN,,1006,CITY
13833,PAYSON,,1006,CITY
13834,SPRINGVILLE,,1006,CITY
13835,RICHMOND,,1006,CITY
13836,RANDOLPH,,1006,CITY
13837,RANDLETT,,1006,CITY
12408,MARION,,1006,CITY
12409,MASON,,1006,CITY
12410,MAZOMANIE,,1006,CITY
12411,MCALLISTER,,1006,CITY
12412,MARINETTE,,1006,CITY
12413,MCFARLAND,,1006,CITY
12414,MAIDEN ROCK,,1006,CITY
12415,WEST ALLIS,,1006,CITY
12416,NORTH ROYALTON,,1006,CITY
12417,MUKWONAGO,,1006,CITY
12418,MILL CENTER,,1006,CITY
12419,MELLEN,,1006,CITY
12420,MELROSE,,1006,CITY
12421,MILTON,,1006,CITY
12422,MONROE CENTER,,1006,CITY
12423,MINDORO,,1006,CITY
12424,MONDOVI,,1006,CITY
12425,MINONG,,1006,CITY
12426,MINERAL POINT,,1006,CITY
12427,MENASHA,,1006,CITY
12428,MONTICELLO,,1006,CITY
12429,MANITOWOC,,1006,CITY
12430,MANAWA,,1006,CITY
12431,MANITOWISH WATERS,,1006,CITY
12432,MOSINEE,,1006,CITY
12433,MAPLETON,,1006,CITY
12434,MERCER,,1006,CITY
12435,MERRILLAN,,1006,CITY
12436,MERRIMAC,,1006,CITY
12437,MARENGO,,1006,CITY
12438,MERRILL,,1006,CITY
12439,MARSHALL,,1006,CITY
12440,MARATHON,,1006,CITY
12441,MUSCODA,,1006,CITY
12442,MISHICOT,,1006,CITY
12443,TWO RIVERS,,1006,CITY
12444,MOUNT CALVARY,,1006,CITY
12445,MONTFORT,,1006,CITY
12446,MOUNT HOPE,,1006,CITY
12447,MONTELLO,,1006,CITY
12448,PORTAGE,,1006,CITY
12449,MATTOON,,1006,CITY
12450,MOUNT VERNON,,1006,CITY
12451,VERONA,,1006,CITY
12452,MOUNT ZION,,1006,CITY
12453,MAYVILLE,,1006,CITY
12454,NECEDAH,,1006,CITY
12455,NICHOLS,,1006,CITY
12456,NEKOOSA,,1006,CITY
12457,NEENAH,,1006,CITY
12458,NEOPIT,,1006,CITY
12459,NEOSHO,,1006,CITY
12460,NORTH FREEDOM,,1006,CITY
12461,NELSON,,1006,CITY
12462,NAMEKAGON,,1006,CITY
12463,NORTHFIELD,,1006,CITY
12464,NORWALK,,1006,CITY
12465,NESHKORO,,1006,CITY
12466,NEWTONBURG,,1006,CITY
12467,NEWBURG,,1006,CITY
12468,NEW FRANKEN,,1006,CITY
12469,NEW GLARUS,,1006,CITY
12470,NEW HOLSTEIN,,1006,CITY
12471,NEW LONDON,,1006,CITY
12472,NEW LISBON,,1006,CITY
12473,NEWTON,,1006,CITY
12474,OCONTO FALLS,,1006,CITY
12475,OCONOMOWOC,,1006,CITY
12476,OCONTO,,1006,CITY
12477,OGDENSBURG,,1006,CITY
12478,OGEMA,,1006,CITY
12479,OMRO,,1006,CITY
12480,ONEIDA,,1006,CITY
12481,ONTARIO,,1006,CITY
12482,ORFORDVILLE,,1006,CITY
12483,OOSTBURG,,1006,CITY
12484,OSCEOLA,,1006,CITY
12485,OSHKOSH,,1006,CITY
12486,OWEN,,1006,CITY
12487,PICKEREL,,1006,CITY
12488,PICKETT,,1006,CITY
12489,PACKWAUKEE,,1006,CITY
12490,PELICAN LAKE,,1006,CITY
12491,PARDEEVILLE,,1006,CITY
12492,PEPIN,,1006,CITY
12493,PEWAUKEE,,1006,CITY
12494,PIGEON FALLS,,1006,CITY
12495,PHILLIPS,,1006,CITY
12496,PHELPS,,1006,CITY
12497,PLAIN,,1006,CITY
12498,PLUM CITY,,1006,CITY
12499,PALMYRA,,1006,CITY
12500,PLEASANT PRAIRIE,,1006,CITY
12501,PLOVER,,1006,CITY
12502,PEMBINE,,1006,CITY
12503,POLONIA,,1006,CITY
12504,POTOSI,,1006,CITY
12505,POPLAR,,1006,CITY
12506,PRAIRIE FARM,,1006,CITY
12507,PRESQUE ISLE,,1006,CITY
12508,PRENTICE,,1006,CITY
12509,PRESCOTT,,1006,CITY
12510,PARKSIDE,,1006,CITY
12511,PRINCETON,,1006,CITY
12512,PESHTIGO,,1006,CITY
12513,PLEASANTVILLE,,1006,CITY
12514,PORT EDWARDS,,1006,CITY
12515,PITTSVILLE,,1006,CITY
12516,PORT WASHINGTON,,1006,CITY
12517,PORT WING,,1006,CITY
12518,POYNETTE,,1006,CITY
12519,POY SIPPI,,1006,CITY
12520,RACINE,,1006,CITY
12521,RIB LAKE,,1006,CITY
12522,ROBERTS,,1006,CITY
12523,ROCK FALLS,,1006,CITY
12524,RICHMOND,,1006,CITY
12525,READFIELD,,1006,CITY
12526,REDGRANITE,,1006,CITY
12527,RIDGELAND,,1006,CITY
12528,RUDOLPH,,1006,CITY
12529,RADISSON,,1006,CITY
12530,READSTOWN,,1006,CITY
12531,REEDSVILLE,,1006,CITY
12532,RIDGEWAY,,1006,CITY
12533,RICHFIELD (WOOD),,1006,CITY
12534,RIO,,1006,CITY
12535,RIPON,,1006,CITY
12536,RICHMOND (ST CROIX),,1006,CITY
12537,ROSENDALE,,1006,CITY
12538,ROSHOLT,,1006,CITY
12539,REESEVILLE,,1006,CITY
12540,SABIN,,1006,CITY
12541,SALEM,,1006,CITY
12542,SARONA,,1006,CITY
12543,SAXON,,1006,CITY
12544,ST CROIX FALLS,,1006,CITY
12545,SCANDINAVIA,,1006,CITY
12546,SHIOCTON,,1006,CITY
12547,SENECA,,1006,CITY
12548,SUGAR CAMP,,1006,CITY
12549,STOUGHTON,,1006,CITY
12550,SHULLSBURG,,1006,CITY
12551,SHEBOYGAN,,1006,CITY
12552,SHEBOYGAN FALLS,,1006,CITY
12553,SHELL LAKE,,1006,CITY
12554,SHELDON,,1006,CITY
12555,SHERWOOD,,1006,CITY
12556,SHAWANO,,1006,CITY
12557,SIREN,,1006,CITY
12558,SOLDIERS GROVE,,1006,CITY
12559,SILVER LAKE,,1006,CITY
12560,SULLIVAN,,1006,CITY
12561,SOMERS,,1006,CITY
12562,SOMERSET,,1006,CITY
12563,SAND CREEK,,1006,CITY
12564,SOO LAKE,,1006,CITY
12565,SPRINGBROOK,,1006,CITY
12566,SPREAD EAGLE,,1006,CITY
13838,ROY,,1006,CITY
13839,ROOSEVELT,,1006,CITY
13840,RUSH VALLEY,,1006,CITY
13841,RUSHVALLEY,,1006,CITY
13842,RIVERTON,,1006,CITY
13843,SALEM,,1006,CITY
13844,SALINA,,1006,CITY
13845,SCOFIELD,,1006,CITY
13846,SCIPIO,,1006,CITY
13847,SMITHFIELD,,1006,CITY
13848,SANTAQUIN,,1006,CITY
13849,SNOWVILLE,,1006,CITY
13850,SPRINGDALE,,1006,CITY
13851,SPANISH FORK,,1006,CITY
13852,SAINT GEORGE,,1006,CITY
13853,TABIONA,,1006,CITY
13854,THOMPSON,,1006,CITY
13855,THATCHER,,1006,CITY
13856,VERNON,,1006,CITY
13857,VEYO,,1006,CITY
13858,WASHINGTON,,1006,CITY
13859,WEST JORDAN,,1006,CITY
13860,WEST VALLEY CITY,,1006,CITY
13861,BROWNFIELD,,1006,CITY
13862,CROWNPOINT,,1006,CITY
13863,GYPSUM,,1006,CITY
13864,AIR FORCE ACADEMY,,1006,CITY
13865,AGATE,,1006,CITY
13866,AGUILAR,,1006,CITY
13867,TRINIDAD,,1006,CITY
13868,AKRON,,1006,CITY
13869,EAGLE,,1006,CITY
13870,LA JUNTA,,1006,CITY
13871,YUMA,,1006,CITY
13872,ALAMOSA,,1006,CITY
13873,ALLENSPARK,,1006,CITY
13874,ESTES PARK,,1006,CITY
13875,ALLISON,,1006,CITY
13876,PAGOSA SPRINGS,,1006,CITY
13877,ANTON,,1006,CITY
13878,JOES,,1006,CITY
13879,ANTONITO,,1006,CITY
13880,LA JARA,,1006,CITY
13881,ARRIBA,,1006,CITY
13882,HUGO,,1006,CITY
13883,ARVADA,,1006,CITY
13884,GLENWOOD SPRINGS,,1006,CITY
13885,AULT,,1006,CITY
13886,AVONDALE,,1006,CITY
13887,VAIL,,1006,CITY
13888,BAILEY,,1006,CITY
13889,BRANSON,,1006,CITY
13890,WESTON,,1006,CITY
13891,BEULAH,,1006,CITY
13892,BRIGGSDALE,,1006,CITY
13893,BRIGHTON,,1006,CITY
13894,BLACK FOREST,,1006,CITY
13895,BLANCA,,1006,CITY
13896,BUENA VISTA,,1006,CITY
13897,SALIDA,,1006,CITY
13898,BROOMFIELD,,1006,CITY
13899,BRISTOL-GRANADA,,1006,CITY
13900,LAMAR,,1006,CITY
13901,BRECKENRIDGE,,1006,CITY
13902,BRUSH,,1006,CITY
13903,BERTHOUD,,1006,CITY
13904,BASALT,,1006,CITY
13905,BURLINGTON,,1006,CITY
13906,CASPER,,1006,CITY
13907,BAYFIELD,,1006,CITY
13908,DURANGO,,1006,CITY
13909,BYERS,,1006,CITY
13910,COAL CREEK CANYON,,1006,CITY
13911,CEDAREDGE,,1006,CITY
13912,HOTCHKISS,,1006,CITY
13913,CLIFTON,,1006,CITY
13914,CHERAW,,1006,CITY
13915,CHEYENNE WELLS,,1006,CITY
13916,COLORADO CITY,,1006,CITY
13917,CALHAN,,1006,CITY
13918,CIMARRON,,1006,CITY
13919,CENTRAL CITY,,1006,CITY
13920,IDAHO SPRINGS,,1006,CITY
13921,CENTER,,1006,CITY
13922,COLLBRAN,,1006,CITY
13923,MESA,,1006,CITY
13924,COPE,,1006,CITY
13925,COPPER MOUNTAIN,,1006,CITY
13926,FRISCO,,1006,CITY
13927,CRAIG,,1006,CITY
13928,CRESTED BUTTE,,1006,CITY
13929,GUNNISON,,1006,CITY
13930,CRIPPLE CREEK,,1006,CITY
13931,CARBONDALE,,1006,CITY
13932,CREEDE,,1006,CITY
13933,CRAWFORD,,1006,CITY
13934,CROOK,,1006,CITY
13935,HAXTUN,,1006,CITY
13936,CRESTONE,,1006,CITY
13937,MOSCA,,1006,CITY
13938,CORTEZ,,1006,CITY
13939,CASTLE ROCK,,1006,CITY
13940,DE BEQUE,,1006,CITY
13941,PARACHUTE,,1006,CITY
13942,SEDALIA,,1006,CITY
13943,DELTA,,1006,CITY
13944,DEL NORTE,,1006,CITY
13945,DINOSAUR,,1006,CITY
13946,RANGELY,,1006,CITY
13947,LAFAYETTE,,1006,CITY
13948,WESTMINSTER,,1006,CITY
13949,DEER TRAIL,,1006,CITY
13950,DOVE CREEK,,1006,CITY
13951,EADS,,1006,CITY
13952,EDWARDS,,1006,CITY
13953,EATON,,1006,CITY
13954,ECKLEY,,1006,CITY
13955,ECKERT,,1006,CITY
13956,ELBERT,,1006,CITY
13957,ELIZABETH,,1006,CITY
13958,EL PASO,,1006,CITY
13959,ERIE,,1006,CITY
13960,EVERGREEN,,1006,CITY
13961,FLAGLER,,1006,CITY
13962,FLEMING,,1006,CITY
13963,FLORENCE,,1006,CITY
13964,FOUNTAIN,,1006,CITY
13965,FREDERICK,,1006,CITY
13966,FAIRPLAY,,1006,CITY
13967,FRASER,,1006,CITY
13968,FRUITA,,1006,CITY
13969,FT COLLINS,,1006,CITY
13970,FORT LUPTON,,1006,CITY
13971,FOWLER,,1006,CITY
13972,GRAND LAKE,,1006,CITY
13973,GRANBY,,1006,CITY
13974,GENOA,,1006,CITY
13975,GUFFEY,,1006,CITY
13976,WESTCLIFFE,,1006,CITY
13977,GILCREST,,1006,CITY
13978,GOLDEN,,1006,CITY
13979,GREEN MOUNTAIN FALLS,,1006,CITY
13980,GARDNER,,1006,CITY
13981,GEORGETOWN,,1006,CITY
13982,GROVER,,1006,CITY
13983,GATEWAY,,1006,CITY
13984,NUCLA,,1006,CITY
13985,HUDSON,,1006,CITY
13986,HOLLY,,1006,CITY
13987,HILLROSE,,1006,CITY
13988,HOLYOKE,,1006,CITY
13989,HENDERSON,,1006,CITY
13990,HOYT,,1006,CITY
13991,HARTSEL,,1006,CITY
13992,HOT SULPHUR SPRINGS,,1006,CITY
13993,HASWELL,,1006,CITY
13994,HOWARD,,1006,CITY
13995,HAYDEN,,1006,CITY
13996,IDALIA,,1006,CITY
13997,IGNACIO,,1006,CITY
13998,JOHNSTOWN-MILLIKEN,,1006,CITY
13999,JULESBURG,,1006,CITY
14000,KARVAL,,1006,CITY
14001,KIM,,1006,CITY
14002,KIOWA,,1006,CITY
14003,KIRK,,1006,CITY
14004,KEENESBURG,,1006,CITY
14005,KREMMLING,,1006,CITY
14006,KIT CARSON,,1006,CITY
14007,LA VETA,,1006,CITY
14008,LEADVILLE,,1006,CITY
14009,LIMON,,1006,CITY
14010,LAKE CITY,,1006,CITY
14011,LAKE GEORGE,,1006,CITY
14012,LOOKOUT MOUNTAIN,,1006,CITY
14013,LAKEWOOD,,1006,CITY
14014,LADORE,,1006,CITY
14015,LARKSPUR,,1006,CITY
14016,LA SALLE,,1006,CITY
14017,LOVELAND,,1006,CITY
14018,LYONS,,1006,CITY
14019,MARVEL,,1006,CITY
14020,MCCOY,,1006,CITY
14021,MEAD,,1006,CITY
14022,MEEKER,,1006,CITY
14023,MANCOS,,1006,CITY
14024,MONUMENT,,1006,CITY
14025,MANITOU SPRINGS,,1006,CITY
14026,MANASSA,,1006,CITY
14027,MINTURN,,1006,CITY
14028,MANZANOLA,,1006,CITY
14029,MORRISON,,1006,CITY
14030,MONTRSOE,,1006,CITY
14031,MONTROSE,,1006,CITY
14032,MONTE VISTA,,1006,CITY
14033,MESA VERDE NATIONAL,,1006,CITY
14034,MAYBELL,,1006,CITY
14035,NEDERLAND,,1006,CITY
14036,NORTHGLENN,,1006,CITY
14037,NIWOT,,1006,CITY
14038,NORWOOD,,1006,CITY
14039,NATURITA,,1006,CITY
14040,NUNN,,1006,CITY
14041,NEW CASTLE,,1006,CITY
14042,NEW RAYMER,,1006,CITY
14043,OAK CREEK,,1006,CITY
14044,OLATHE,,1006,CITY
14045,ORDWAY,,1006,CITY
14046,OURAY,,1006,CITY
14047,OVID,,1006,CITY
14048,PAONIA,,1006,CITY
14049,PEETZ,,1006,CITY
14050,PALISADE,,1006,CITY
14051,PENROSE,,1006,CITY
14052,PARADOX,,1006,CITY
14053,PARKER,,1006,CITY
14054,PLEASANT VIEW,,1006,CITY
14055,PEYTON,,1006,CITY
14056,RIDGEWAY,,1006,CITY
14057,RED FEATHER LAKES,,1006,CITY
14058,ROGGEN,,1006,CITY
14059,RICO,,1006,CITY
14060,RUSH,,1006,CITY
14061,RYE,,1006,CITY
14062,SECURITY,,1006,CITY
14063,SHERIDAN LAKE,,1006,CITY
14064,SOUTH FORK,,1006,CITY
14065,SAGUACHE,,1006,CITY
14066,SILT,,1006,CITY
14067,SIMLA,,1006,CITY
14068,SILVERTON,,1006,CITY
14069,SOMERSET,,1006,CITY
14070,SAN LUIS,,1006,CITY
14071,SNOWMASS,,1006,CITY
14072,SPRINGFIELD,,1006,CITY
14073,STRATTON,,1006,CITY
14074,STRASBURG,,1006,CITY
14075,STONEHAM,,1006,CITY
14076,A,,1006,CITY
14077,TABLE MESA,,1006,CITY
14078,TELLURIDE,,1006,CITY
14079,TWO BUTTES,,1006,CITY
14080,VINELAND,,1006,CITY
14081,VONA-SEIBERT,,1006,CITY
14082,WARD,,1006,CITY
14083,WOODLAND PARK,,1006,CITY
14084,WOODROW,,1006,CITY
14085,WELLINGTON,,1006,CITY
14086,WILEY,,1006,CITY
14087,WALSENBURG,,1006,CITY
14088,WELDONA,,1006,CITY
14089,WALDEN,,1006,CITY
14090,WILLARD,,1006,CITY
14091,WALSH,,1006,CITY
14092,WINDSOR,,1006,CITY
14093,WRAY,,1006,CITY
14094,YAMPA,,1006,CITY
14095,TAFT,,1006,CITY
14096,HARRISON,,1006,CITY
14097,SIGNAL MOUNTAIN,,1006,CITY
14098,CUMBERLAND FURNACE,,1006,CITY
14099,GRANVILLE,,1006,CITY
14100,HIGHLAND,,1006,CITY
14101,HOHENWALD,,1006,CITY
14102,HILLSBORO,,1006,CITY
14103,HILLSDALE,,1006,CITY
14104,HUNTLAND,,1006,CITY
14105,HARTSVILLE,,1006,CITY
14106,JONESBOROUGH,,1006,CITY
14107,LAAGER,,1006,CITY
14108,LINDEN,,1006,CITY
14109,LEOMA,,1006,CITY
14110,LAFOLLETTE,,1006,CITY
14111,LAWRENCEBURG,,1006,CITY
14112,LAVERGNE/LA VERGNE,,1006,CITY
14113,LAVERGNE,,1006,CITY
14114,LEWISBURG,,1006,CITY
14115,LYNCHBURG,,1006,CITY
14116,LYLES,,1006,CITY
14118,ALCOA,,1006,CITY
14119,MCBURG,,1006,CITY
14120,MCMINNVILLE RURAL,,1006,CITY
14121,MINOR HILL,,1006,CITY
14122,STRAWBERRY PLAINS,,1006,CITY
14123,MADISON,,1006,CITY
14124,WHITES CREEK,,1006,CITY
14125,SOUTH FULTON,,1006,CITY
14126,ABERDEEN,,1006,CITY
14127,RIPLEY,,1006,CITY
14128,ACKERMAN,,1006,CITY
14129,AMORY,,1006,CITY
14130,PONTOTOC,,1006,CITY
14131,GULFPORT,,1006,CITY
14132,ARTESIA,,1006,CITY
14133,ASHLAND,,1006,CITY
14134,BUCKATUNNA,,1006,CITY
14135,BLUE MOUNTAIN,,1006,CITY
14136,BENTONIA,,1006,CITY
14137,BOGUE CHITTO,,1006,CITY
14138,BROOKHAVEN,,1006,CITY
14139,BIG CREEK,,1006,CITY
14140,BAY SPRINGS,,1006,CITY
14141,BILOXI,,1006,CITY
14142,D'IBERVILLE,,1006,CITY
14143,COVINGTON,,1006,CITY
14144,BROOKSVILLE,,1006,CITY
14145,PHILADELPHIA,,1006,CITY
14146,BALDWYN,,1006,CITY
14147,BELMONT,,1006,CITY
14148,BELZONI,,1006,CITY
14149,CLEVELAND,,1006,CITY
14150,BENNDALE,,1006,CITY
14151,NEW AUGUSTA,,1006,CITY
14152,BENOIT,,1006,CITY
14153,BENTON,,1006,CITY
14154,BOONEVILLE,,1006,CITY
14155,BOLTON,,1006,CITY
14156,PEARL,,1006,CITY
14157,BARLOW,,1006,CITY
14158,MEADVILLE,,1006,CITY
14159,BRANDON,,1006,CITY
14160,BRUCE,,1006,CITY
14161,BURNSVILLE,,1006,CITY
14162,BRIARWOOD,,1006,CITY
14163,BASSFIELD,,1006,CITY
14164,PRENTISS,,1006,CITY
14165,BAY ST LOUIS,,1006,CITY
14166,BATESVILLE,,1006,CITY
14167,OXFORD,,1006,CITY
14168,BEAUMONT,,1006,CITY
14169,BYHALIA,,1006,CITY
14170,COLUMBUS AIR FORCE BASE,,1006,CITY
14171,COLDWATER,,1006,CITY
14172,COFFEEVILLE,,1006,CITY
14173,GRENADA,,1006,CITY
14174,CHESTER,,1006,CITY
14175,CHULAHOMA,,1006,CITY
14176,CHUNKY,,1006,CITY
14177,CHARLESTON,,1006,CITY
14178,CALHOUN CITY,,1006,CITY
14179,CALEDONIA,,1006,CITY
14180,COLUMBIA,,1006,CITY
14181,COLLINS,,1006,CITY
14182,CANTON,,1006,CITY
14183,CENTREVILLE,,1006,CITY
14184,COMO,,1006,CITY
14185,COLLINSVILLE,,1006,CITY
14186,CRENSHAW,,1006,CITY
14187,TUNICA,,1006,CITY
14188,CROSBY,,1006,CITY
14189,CRYSTAL SPRINGS,,1006,CITY
14190,CARTHAGE,,1006,CITY
14191,CARROLLTON,,1006,CITY
14192,INDIANOLA,,1006,CITY
